concurso,data_sorteio,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,arrecadacao_total,ganhadores_15_numeros,ganhadores_14_numeros,ganhadores_13_numeros,ganhadores_12_numeros,ganhadores_11_numeros,valor_rateio_15_numeros,valor_rateio_14_numeros,valor_rateio_13_numeros,valor_rateio_12_numeros,valor_rateio_11_numeros,acumulado_15_numeros,estimativa_premio,valor_acumulado_especial
162,23/10/2006,3,1,12,6,20,11,5,16,24,2,8,23,13,4,18,0,5,473,17329,259119,1359430,"326388,9","1048,22",10,4,2,0,0,0
163,26/10/2006,21,3,14,6,2,1,25,9,15,13,20,24,23,7,5,0,3,301,14090,182825,1000015,"264578,33","1130,14",10,4,2,0,0,0
164,30/10/2006,1,11,14,5,15,10,2,6,21,18,3,24,8,23,22,0,1,350,14833,215986,1200787,"1166134,45","1427,92",10,4,2,0,0,0
165,03/11/2006,9,1,19,13,14,4,12,15,25,2,22,8,18,17,6,0,2,474,15818,152856,784846,"370695,33","667,8",10,4,2,0,0,0
166,06/11/2006,18,3,9,21,19,22,8,15,10,23,14,2,20,4,13,0,39,1363,18402,206939,965304,"30597,68","373,8",10,4,2,0,0,0
167,09/11/2006,18,10,1,13,19,9,16,14,24,2,6,3,22,8,23,0,3,531,16831,202659,1017291,"302468,28","729,59",10,4,2,0,0,0
168,13/11/2006,1,7,20,4,19,12,24,3,15,17,16,2,10,23,22,0,1,386,15449,205259,1185853,"1467158,17","1628,97",10,4,2,0,0,0
169,16/11/2006,4,16,24,6,8,11,15,10,1,21,5,12,9,7,20,0,0,239,8661,119123,733474,0,"1973,03",10,4,2,"1100295,03",0,0
170,21/11/2006,7,22,25,4,13,23,6,5,1,20,3,10,18,8,16,0,1,614,25288,329486,1467483,"2382496,82","894,98",10,4,2,0,0,0
171,23/11/2006,24,3,25,10,17,13,16,22,15,4,1,23,12,11,21,0,4,268,9173,148445,853294,"214073,05","1369,34",10,4,2,0,0,0
172,27/11/2006,2,18,9,11,7,13,6,1,4,25,12,20,21,22,10,0,1,491,15871,198340,1108489,"1294736,87","1130,12",10,4,2,0,0,0
173,30/11/2006,2,5,11,23,22,15,8,24,20,21,19,3,7,4,25,0,0,245,10219,148861,869873,0,"1729,59",10,4,2,"988749,6",0,0
174,04/12/2006,4,7,13,23,10,20,2,9,1,15,24,17,12,25,11,0,11,1312,35908,358227,1677488,"164220,21","266,09",10,4,2,0,0,0
175,07/12/2006,7,11,2,14,18,5,21,19,16,3,15,12,24,13,6,0,2,267,11214,149794,846444,"640155,35","2055,07",10,4,2,0,0,0
176,11/12/2006,12,25,15,21,10,4,24,16,11,13,18,2,22,17,23,0,1,807,33717,236870,1292800,"1219699,48","645,28",10,4,2,0,0,0
177,14/12/2006,24,16,11,13,6,19,2,17,7,8,15,20,10,23,21,0,2,513,17607,189127,1003314,"561611,08","938,37",10,4,2,0,0,0
178,18/12/2006,6,3,21,25,10,20,19,23,9,4,8,2,24,16,14,0,1,283,13048,190022,1115303,"1521659,37","2304,38",10,4,2,0,0,0
179,21/12/2006,2,15,17,3,22,19,14,7,23,25,5,4,24,9,13,0,6,1085,31036,321695,1307885,"82980,1","195,92",10,4,2,0,0,0
180,26/12/2006,2,4,11,20,17,25,24,7,1,5,3,10,15,6,8,0,13,7687,18027,183658,1062910,"68697,01","49,61",10,4,2,0,0,0
181,28/12/2006,1,16,22,5,20,7,23,8,15,4,6,14,17,19,21,0,2,360,9926,121305,708743,"648701,32","1544,53",10,4,2,0,0,0
182,02/01/2007,11,22,8,19,17,3,2,14,25,9,7,21,13,23,4,0,7,928,23347,253900,1053677,"83505,82","268,93",10,4,2,0,0,0
183,04/01/2007,8,7,6,13,23,11,19,21,16,25,14,20,24,2,4,0,4,424,13906,182663,839141,"218236,04","882,35",10,4,2,0,0,0
184,08/01/2007,3,17,7,23,11,15,8,1,19,21,25,16,18,9,10,0,3,423,43275,270561,1208438,"282071,9","857,36",10,4,2,0,0,0
185,11/01/2007,20,19,25,6,1,15,23,8,12,9,11,4,7,2,17,0,3,489,16699,211910,1027602,"298398,38","781,59",10,4,2,0,0,0
186,15/01/2007,16,25,23,22,13,5,6,19,24,17,2,18,4,11,12,0,2,338,13786,217999,1189905,"628034,83","1592,65",10,4,2,0,0,0
187,18/01/2007,21,25,12,1,16,3,13,24,11,17,19,15,23,22,18,0,2,636,53783,192863,1064100,"374968,4","503,43",10,4,2,0,0,0
188,22/01/2007,16,19,20,10,25,24,22,8,13,5,11,23,21,2,3,0,6,515,19440,252304,1384753,167432,836,10,4,2,0,0,0
189,25/01/2007,9,13,5,18,23,19,16,22,1,2,7,4,20,6,24,0,2,324,16766,159294,930299,"497279,18","1315,56",10,4,2,0,0,0
190,29/01/2007,16,11,13,15,23,24,8,1,5,18,4,19,3,7,14,0,3,583,19039,240715,1257119,"350459,97","769,96",10,4,2,0,0,0
191,01/02/2007,23,9,18,5,19,20,8,2,22,10,13,21,15,17,12,0,1,412,15024,213016,997044,"964343,13","1003,13",10,4,2,0,0,0
192,05/02/2007,24,11,1,13,3,6,16,4,15,22,2,23,14,5,21,0,3,754,34386,197879,1082451,"435921,62","740,51",10,4,2,0,0,0
193,08/02/2007,14,16,21,2,9,19,20,3,4,10,25,1,15,5,8,0,2,316,11974,141482,846030,"670419,19","1818,5",10,4,2,0,0,0
194,12/02/2007,23,14,22,25,12,18,8,9,13,15,2,21,17,7,10,0,1,354,14957,233715,1231332,"1197208,94","1449,4",10,4,2,0,0,0
195,15/02/2007,4,3,14,22,19,17,9,12,18,7,23,8,11,2,6,0,10,1073,38496,230650,1015550,"86522,69","344,28",10,4,2,0,0,0
196,22/02/2007,22,24,10,15,16,25,20,14,17,5,2,4,23,19,3,0,1,323,13239,208826,1170750,"1278818,47","1696,8",10,4,2,0,0,0
197,26/02/2007,9,13,23,20,3,6,10,5,22,4,8,12,7,18,21,0,4,451,16365,189310,1075584,"327278,19","1244,01",10,4,2,0,0,0
198,01/03/2007,25,1,6,2,13,7,18,21,14,4,15,20,5,17,16,0,3,283,10301,141305,840903,"409715,3","1861,4",10,4,2,0,0,0
199,05/03/2007,23,2,6,11,22,20,4,3,15,5,1,9,21,12,19,0,1,381,13664,178579,1124850,"1321388,89","1486,38",10,4,2,0,0,0
200,08/03/2007,16,8,9,5,23,11,13,12,4,14,15,2,1,21,24,0,2,280,12673,191340,1015452,"519190,74","1589,36",10,4,2,0,0,0
201,12/03/2007,10,15,8,19,2,11,12,5,20,1,22,4,13,9,14,0,4,614,22333,262852,1261685,262310,"729,59",10,4,2,0,0,0
202,15/03/2007,5,14,23,19,24,10,17,11,1,21,22,13,16,3,18,0,0,269,12150,175505,1105371,0,"1703,36",10,4,2,1069138,0,0
203,19/03/2007,24,2,4,5,12,13,1,3,23,18,6,7,25,14,17,0,15,1447,32382,318444,1557370,"151893,08","356,8",10,4,2,0,0,0
204,22/03/2007,8,25,16,17,23,22,5,15,4,7,24,2,14,3,11,0,4,566,20023,239733,1095166,"233188,57","703,6",10,4,2,0,0,0
205,26/03/2007,21,4,18,12,22,10,2,16,17,11,3,15,25,14,9,0,1,322,11225,159125,963861,"1651759,41","2198,44",10,4,2,0,0,0
206,29/03/2007,22,9,5,16,15,3,13,8,21,2,12,17,11,20,14,0,2,270,10506,142271,908597,"590228,22","1873,74",10,4,2,0,0,0
207,02/04/2007,4,12,6,1,15,10,19,3,14,9,17,2,13,22,20,0,1,364,14813,231395,1202103,"1211903,7","1426,89",10,4,2,0,0,0
208,05/04/2007,24,19,16,7,3,12,23,6,9,10,4,1,14,11,15,0,2,381,12101,149390,870271,"534367,26","1202,18",10,4,2,0,0,0
209,09/04/2007,24,1,19,22,25,3,10,15,14,6,5,18,21,7,9,0,3,267,11913,161154,926604,"425084,14","2046,96",10,4,2,0,0,0
210,12/04/2007,15,16,7,14,18,22,10,13,23,11,3,24,9,21,5,0,2,533,18516,224602,1065835,"467257,17","748,57",10,4,2,0,0,0
211,16/04/2007,17,1,10,12,2,6,8,4,24,18,14,22,11,16,25,0,12,2051,36077,258629,1136150,"92363,73","230,72",10,4,2,0,0,0
212,19/04/2007,16,6,19,22,3,1,20,11,10,14,8,23,4,9,12,0,3,497,18605,187834,953316,"356439,49","922,09",10,4,2,0,0,0
213,23/04/2007,16,1,10,21,5,4,9,23,8,3,24,25,11,18,19,0,0,331,13114,188730,1138481,0,"1367,72",10,4,2,"1056335,44",0,0
214,26/04/2007,2,14,4,18,9,24,11,1,13,19,3,22,25,20,15,0,2,386,21187,225619,1305857,"1099865,39","1269,5",10,4,2,0,0,0
215,30/04/2007,17,15,3,12,25,9,19,23,11,4,7,14,5,18,1,0,4,1009,35510,302969,1254385,"160486,33","271,64",10,4,2,0,0,0
216,03/05/2007,11,9,17,13,21,6,4,25,24,5,3,7,19,2,10,0,3,479,17238,215394,1040245,"292829,11","783,02",10,4,2,0,0,0
217,07/05/2007,6,16,4,5,12,19,11,25,10,21,7,2,9,17,3,0,2,548,39451,196007,1096546,"641708,91","1003,71",10,4,2,0,0,0
218,10/05/2007,21,25,15,17,11,22,2,16,8,13,14,12,5,20,7,0,1,349,20284,151533,942198,"1295114,22","1590,4",10,4,2,0,0,0
219,14/05/2007,19,24,3,22,2,17,11,18,25,16,23,8,9,14,6,0,1,334,14810,202799,1139236,"1321125,73","1695,2",10,4,2,0,0,0
220,17/05/2007,21,16,5,25,13,23,24,10,20,18,14,9,15,12,17,0,0,275,12225,180556,912407,0,"1847,51",10,4,2,"1185483,63",2500000,0
221,21/05/2007,6,1,17,7,21,12,3,23,16,20,2,8,19,10,25,0,2,382,16379,218172,1280912,"1431076,01","1881,08",10,4,2,0,1000000,0
222,24/05/2007,5,15,21,4,23,12,7,8,24,22,6,18,1,3,9,0,1,232,9982,160368,915510,"1137537,2","2101,36",10,4,2,0,1000000,0
223,28/05/2007,9,23,14,22,2,24,11,7,10,13,16,21,4,12,20,0,0,371,15354,198520,1110738,0,"1478,5",10,4,2,"1279890,48",2500000,0
224,31/05/2007,24,9,8,4,19,11,21,13,18,20,15,23,10,6,12,0,4,364,14879,202689,1195711,"674947,7","1671,79",10,4,2,0,1400000,0
225,04/06/2007,15,25,8,1,23,3,5,13,2,19,14,20,22,7,18,0,3,912,29008,279442,1416966,"314688,25","441,96",10,4,2,0,1000000,0
226,08/06/2007,20,5,19,14,13,10,8,15,17,21,18,4,16,11,25,0,1,238,9088,135676,887477,"1033333,31","1860,74",10,4,2,0,1000000,0
227,11/06/2007,10,18,20,21,5,17,14,12,19,7,22,15,9,1,8,0,3,313,12127,168590,958513,"426727,9","1752,87",10,4,2,0,1000000,0
228,14/06/2007,14,15,19,17,11,4,20,16,13,25,12,24,18,2,10,0,7,510,12306,199913,991171,"162006,7","952,98",10,4,2,0,1000000,0
229,18/06/2007,9,6,25,15,20,12,16,14,11,10,17,23,8,13,2,0,3,322,12883,210219,1189925,"451708,06","1803,62",10,4,2,0,1000000,0
230,21/06/2007,6,1,4,24,17,22,8,11,2,5,15,13,14,3,10,0,1,656,21649,267144,1107051,"912992,46","594,21",10,4,2,0,1100000,0
231,25/06/2007,24,17,19,12,21,1,5,18,10,2,7,15,25,6,16,0,1,366,14413,170116,1009785,"1574316,19","1843,46",10,4,2,0,1100000,0
232,28/06/2007,11,24,21,23,14,25,16,13,12,4,5,17,6,9,18,0,1,252,10957,164814,946981,"1197922,11","2037,28",10,4,2,0,1100000,0
233,02/07/2007,1,14,7,3,13,2,6,8,12,5,21,17,9,19,4,0,8,820,24183,291569,1234674,"122409,35","509,88",10,4,2,0,1000000,0
234,05/07/2007,11,14,1,5,2,12,3,4,13,17,24,9,15,21,22,0,1,676,39252,226627,1231982,"889594,53","561,85",10,4,2,0,1000000,0
235,09/07/2007,21,13,24,14,18,17,8,16,12,23,19,15,1,25,10,0,4,475,16531,263639,1103205,"248234,57","895,89",10,4,2,0,1000000,0
236,12/07/2007,1,13,3,22,25,23,5,16,4,9,12,15,8,7,21,0,0,359,16808,225582,1248389,0,"1298,37",10,4,2,"1087600,01",2500000,0
237,16/07/2007,13,12,7,6,5,19,23,16,4,20,22,9,18,15,21,0,5,759,22024,267999,1388224,"545832,17","926,91",10,4,2,0,1000000,0
238,19/07/2007,11,17,19,24,20,13,6,21,4,12,1,14,23,15,3,0,1,319,12604,177262,1112538,"1158825,53","1556,87",10,4,2,0,1000000,0
239,23/07/2007,7,13,9,14,25,15,10,22,1,23,16,3,6,19,5,0,4,736,22562,264149,1294387,"268193,92","622,31",10,4,2,0,1000000,0
240,26/07/2007,2,10,9,23,19,15,1,13,22,4,11,18,14,16,21,0,1,395,14664,181955,1027526,"1076749,8","1168,26",10,4,2,0,1000000,0
241,30/07/2007,14,5,23,24,13,15,21,8,12,9,25,4,17,20,3,0,6,550,18840,248779,1368593,"162955,29","758,98",10,4,2,0,1000000,0
242,02/08/2007,13,2,21,19,8,15,17,6,22,14,9,16,18,23,5,0,2,500,16629,210405,1126014,"553900,01","949,54",10,4,2,0,1000000,0
243,06/08/2007,5,3,13,25,7,23,16,21,18,1,20,4,2,12,17,0,0,395,15691,239166,1305797,0,"1431,01",10,4,2,"1318918,79",2800000,0
244,09/08/2007,6,12,10,24,11,7,18,15,3,22,5,14,20,21,9,0,4,654,22161,252057,1277102,"761115,43","1130,76",10,4,2,0,1200000,0
245,13/08/2007,11,24,10,19,18,12,14,25,1,9,2,15,6,7,16,0,1,397,17309,203970,1148741,"1602862,09","1730,33",10,4,2,0,1000000,0
246,16/08/2007,8,7,25,24,1,5,9,21,18,15,17,12,10,4,13,0,2,646,17875,209948,1210961,"514572,62","680,17",10,4,2,0,1000000,0
247,20/08/2007,1,22,7,8,14,4,2,25,3,17,15,16,23,19,9,0,1,746,22515,262704,1367044,"1100400,4","629,77",10,4,2,0,1000000,0
248,23/08/2007,25,10,12,8,5,2,11,20,21,1,16,19,9,13,15,0,5,568,18679,213407,1182527,"205597,54","772,71",10,4,2,0,1200000,0
249,27/08/2007,23,5,21,14,18,12,7,15,8,4,25,9,22,17,10,0,4,456,20710,240312,1246804,"300690,74","1130,42",10,4,2,0,1000000,0
250,30/08/2007,19,13,2,5,23,9,3,10,15,17,16,18,21,12,1,0,1,456,20409,248997,1315442,"729124,59","682,67",10,4,2,0,1200000,0
251,03/09/2007,21,13,19,15,23,18,22,9,4,25,16,10,3,5,6,0,3,546,18852,250206,1373895,"388791,25","915,52",10,4,2,0,1200000,0
252,06/09/2007,2,6,18,25,15,11,24,23,3,22,17,4,19,14,8,0,1,578,23054,215463,1143748,"1145268,64","849,19",10,4,2,0,1000000,0
253,10/09/2007,22,4,19,5,21,23,6,1,18,11,12,15,8,13,7,0,3,467,15696,205230,1103731,"384999,07","1059,96",10,4,2,0,1000000,0
254,13/09/2007,20,2,23,6,5,14,15,9,8,3,7,11,16,13,4,0,4,344,14579,247017,1172541,"309239,02","1541,06",10,4,2,0,1200000,0
255,17/09/2007,17,3,4,1,2,14,15,10,9,16,22,24,6,21,23,0,3,426,13725,186470,1138744,"574134,62","1732,8",10,4,2,0,1200000,0
256,20/09/2007,1,12,10,9,16,8,18,20,7,2,6,22,13,15,24,0,6,458,17563,205198,1057444,"219836,27","1234,27",10,4,2,0,1200000,0
257,24/09/2007,22,10,12,9,7,18,13,6,1,16,3,24,14,17,19,0,2,600,20544,242288,1285535,"656028,71","937,19",10,4,2,0,1200000,0
258,27/09/2007,13,20,12,4,2,25,22,24,19,21,9,6,14,5,17,0,6,877,21971,214688,1070083,"198893,58","580,96",10,4,2,0,1200000,0
259,01/10/2007,10,25,18,15,6,21,22,20,7,3,8,9,24,19,5,0,0,293,15192,173008,1099965,0,"2477,16",10,4,2,"1693556,25",3000000,0
260,04/10/2007,24,11,5,19,7,20,9,18,14,3,13,8,1,6,4,0,1,422,19243,268373,1601008,"3407439,83","1740,58",10,4,2,0,1200000,0
261,08/10/2007,4,2,16,15,25,6,11,21,5,17,19,20,7,13,1,0,2,599,27065,281319,1393103,"650009,12","930,14",10,4,2,0,1200000,0
262,11/10/2007,8,21,12,20,3,14,13,7,9,24,15,23,4,17,6,0,1,461,23646,215284,1197030,"1189723,12","1106,03",10,4,2,0,1100000,0
263,15/10/2007,23,19,8,15,16,11,7,21,24,9,10,1,18,4,14,0,0,550,17780,199155,1014306,0,"963,09",10,4,2,"1235966,89",3000000,0
264,18/10/2007,8,3,25,6,22,9,13,23,20,4,16,19,1,12,21,0,6,748,21472,254846,1382097,"468787,91","903,42",10,4,2,0,1200000,0
265,22/10/2007,7,12,22,5,19,11,18,8,13,16,17,24,1,20,15,0,0,366,15895,206626,1269650,0,"1649,5",10,4,2,"1408672,99",3000000,0
266,25/10/2007,18,21,3,19,4,14,24,22,5,6,7,9,11,1,15,0,5,819,28035,294716,1476164,"574831,7","763,96",10,4,2,0,1200000,0
267,29/10/2007,15,11,23,9,12,6,14,13,17,24,21,2,5,4,3,0,2,580,25552,296938,1419919,"512949,16","755,18",10,4,2,0,1300000,0
268,01/11/2007,25,23,8,15,9,16,20,12,7,18,6,19,5,10,14,0,1,458,15704,216481,1132430,"1270248,98","1188,63",10,4,2,0,1200000,0
269,05/11/2007,22,2,1,4,13,15,18,19,24,23,10,16,17,6,14,0,1,357,13740,208513,1166041,"1330336,28","1597,04",10,4,2,0,1300000,0
270,08/11/2007,16,1,14,5,9,18,8,3,6,25,7,19,23,4,24,0,0,456,18099,265177,1328618,0,"1086,78",10,4,2,"1156332,26",3000000,0
271,12/11/2007,19,11,5,16,24,20,25,6,4,12,8,1,21,2,18,0,6,449,19649,247576,1409801,"513005,15","1834,26",10,4,2,0,1200000,0
272,16/11/2007,25,15,12,1,4,9,13,24,8,17,5,20,11,23,2,0,6,872,27833,240292,1166264,"131266,52","385,62",10,4,2,0,1200000,0
273,19/11/2007,16,5,21,7,12,20,1,15,24,18,25,10,19,17,6,0,2,4551,12563,161163,1034372,"724498,58","135,95",10,4,2,0,1300000,0
274,22/11/2007,15,25,5,23,10,2,7,12,17,14,11,21,6,20,4,0,4,645,18874,202897,1037963,"312825,36","831,43",10,4,2,0,1200000,0
275,26/11/2007,6,9,12,22,1,10,15,5,14,17,20,3,18,11,8,0,2,657,19774,226330,1222935,"658502,59","859,11",10,4,2,0,1000000,0
276,29/11/2007,2,7,17,5,18,12,22,3,25,13,20,4,11,19,10,0,3,312,14987,188284,1058898,"411743,68","1696,75",10,4,2,0,1400000,0
277,03/12/2007,16,24,13,2,17,10,9,11,21,4,23,14,25,22,12,0,4,525,22011,213076,1251270,"344720,36","1125,62",10,4,2,0,1000000,0
278,06/12/2007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,0,25,4310,76727,426871,1443593,"14182,21","35,13",10,4,2,0,1000000,0
279,10/12/2007,12,10,3,17,18,6,5,23,1,2,22,19,11,9,13,0,3,804,23945,306944,1412942,"384377,54","612,34",10,4,2,0,1000000,0
280,13/12/2007,9,25,20,10,19,24,5,13,16,3,17,11,6,15,4,0,7,1779,17395,224021,1249554,"186308,88","312,99",10,4,2,0,1200000,0
281,17/12/2007,4,1,10,23,12,2,25,17,19,8,11,9,14,3,15,0,6,683,24788,310715,1611578,"166444,42","624,27",10,4,2,0,1000000,0
282,20/12/2007,25,7,3,21,11,20,16,13,8,4,15,12,19,22,2,0,5,474,14750,190462,1120400,"311399,2","1407,77",10,4,2,0,1000000,0
283,22/12/2007,24,22,10,13,4,20,6,1,11,9,23,12,8,2,19,0,5,359,11743,140718,677731,"125730,62","747,63",10,4,2,0,1000000,0
284,27/12/2007,23,5,22,7,21,12,25,13,1,11,15,17,3,6,19,0,7,3392,89618,409708,1452685,"51508,88","45,39",10,4,2,0,1200000,0
285,29/12/2007,11,16,8,10,14,1,4,5,15,22,9,12,19,13,23,0,3,338,13308,131095,794186,"231166,67","879,33",10,4,2,0,1300000,0
286,03/01/2008,25,1,23,21,7,4,11,9,12,2,13,10,24,19,3,0,3,729,27687,296552,1434986,"224820,4","396,51",10,4,2,0,1200000,0
287,07/01/2008,15,21,6,23,2,10,22,25,7,17,16,5,18,13,12,0,5,528,17308,223741,1228506,"270692,9","1098,59",10,4,2,0,1200000,0
288,10/01/2008,18,15,6,19,2,10,3,14,25,9,24,1,4,13,12,0,1,504,18396,224846,1284701,"1112109,33","945,67",10,4,2,0,1200000,0
289,14/01/2008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,0,14,1421,34554,333071,1433297,"63211,34","266,9",10,4,2,0,1300000,0
290,17/01/2008,17,9,13,2,23,14,11,20,22,7,6,12,1,21,5,0,5,437,15046,198722,1215690,"244730,42","1200,05",10,4,2,0,1200000,0
291,21/01/2008,14,8,15,10,1,5,17,24,2,12,7,13,23,20,11,0,5,554,19853,244168,1365109,"236637,79","915,31",10,4,2,0,1300000,0
292,24/01/2008,21,3,24,7,17,5,2,11,13,9,22,12,25,16,8,0,1,513,17502,203845,1145496,"1210021,45","1010,88",10,4,2,0,1200000,0
293,28/01/2008,14,12,3,9,25,22,13,24,2,6,1,23,18,15,19,0,3,722,40725,266109,1420232,"311274,88","554,31",10,4,2,0,1200000,0
294,31/01/2008,11,16,24,4,20,2,1,5,7,3,8,12,15,23,25,0,3,451,14533,198742,1146969,"423387,36","1206,99",10,4,2,0,1300000,0
295,07/02/2008,25,24,6,23,15,10,3,21,13,18,2,4,19,17,16,0,2,336,16242,237731,1327959,"710326,08","1812,06",10,4,2,0,1200000,0
296,11/02/2008,16,18,14,6,22,11,15,19,2,25,7,3,12,8,17,0,5,319,12612,181976,1088291,"317206,8","2130,81",10,4,2,0,1200000,0
297,14/02/2008,23,10,25,24,1,21,15,9,8,16,4,22,14,7,12,0,0,267,11711,165948,1000928,0,"2388,76",10,4,2,"1488197,27",3000000,0
298,18/02/2008,1,6,7,16,4,24,21,8,13,3,11,15,14,12,22,0,2,421,15894,227004,1522778,"1712831,75","1972,31",10,4,2,0,1200000,0
299,21/02/2008,10,20,3,24,23,6,17,8,22,13,7,5,19,18,21,0,1,261,13134,195795,1051550,"1400709,24","2300,02",10,4,2,0,1200000,0
300,25/02/2008,7,21,9,4,11,23,19,17,3,12,8,25,20,15,22,0,5,671,20196,258453,1332471,"236323,91","754,71",10,4,2,0,1200000,0
301,28/02/2008,2,9,11,3,17,13,12,19,20,15,22,23,18,8,14,0,4,654,20814,274101,1312404,"207255,79","543,27",10,4,2,0,1200000,0
302,03/03/2008,18,20,9,6,11,25,2,16,15,14,4,22,12,10,5,0,9,906,26568,243704,1152753,"154317,67","656,98",10,4,2,0,1200000,0
303,06/03/2008,6,22,18,21,12,24,23,20,15,17,2,8,3,16,4,0,3,343,15661,203428,1079262,"452508,66","1696,2",10,4,2,0,1200000,0
304,10/03/2008,1,15,22,16,14,4,18,17,12,21,20,25,5,3,19,0,0,259,9066,148763,997021,0,"2902,1",10,4,2,"1753836,94",3000000,0
305,13/03/2008,20,10,25,4,3,18,22,21,2,8,11,12,5,24,13,0,3,584,21381,283628,1490712,"1088299,38","1108,9",10,4,2,0,1200000,0
306,17/03/2008,25,5,13,4,2,8,20,1,11,16,18,12,14,15,19,0,0,320,17342,202597,1229254,0,"1852,02",10,4,2,"1382844,08",2700000,0
307,20/03/2008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,0,22,1413,32008,275894,1240760,"120368,22","383,76",10,4,2,0,1100000,0
308,24/03/2008,23,1,21,16,24,19,5,25,12,13,22,4,18,2,15,0,2,409,15693,236924,1225502,"506005,32","1060,44",10,4,2,0,1200000,0
309,27/03/2008,3,13,22,10,16,21,1,9,14,20,4,8,17,24,2,0,2,404,12892,173688,990478,"694576,96","1473,64",10,4,2,0,1200000,0
310,31/03/2008,11,14,21,10,3,24,18,19,9,15,23,16,5,2,17,0,1,425,15440,201420,1160428,"1396694,91","1408,43",10,4,2,0,1100000,0
311,03/04/2008,23,5,24,12,17,10,25,2,14,16,20,19,15,7,4,0,9,651,23806,225341,1142240,"133572,09","791,41",10,4,2,0,1200000,0
312,07/04/2008,22,8,9,18,2,17,10,19,1,16,25,11,13,12,6,0,1,386,16143,211127,1238109,"1458512,89","1619,37",10,4,2,0,1200000,0
313,10/04/2008,7,6,14,23,17,12,15,19,10,16,9,25,2,3,18,0,3,456,18119,231723,1255491,"381993,94","1077,05",10,4,2,0,1200000,0
314,14/04/2008,21,5,11,1,8,19,2,22,9,20,6,12,14,13,15,0,1,468,17436,212788,1261900,"1364366,67","1249,42",10,4,2,0,1200000,0
315,17/04/2008,16,13,11,23,5,6,21,17,8,2,24,3,20,14,19,0,10,1080,21712,211835,1071147,"125445,39","497,8",10,4,2,0,1200000,0
316,22/04/2008,8,19,6,14,4,3,24,23,1,13,12,15,10,18,7,0,1,434,16372,199719,1101192,"847060,95","836,47",10,4,2,0,1100000,0
317,24/04/2008,21,5,8,4,11,1,22,2,25,14,18,16,9,24,19,0,3,461,16254,179587,952067,"367450,06","1024,8",10,4,2,0,1100000,0
318,28/04/2008,11,21,12,14,6,4,16,15,13,25,5,3,18,23,9,0,4,429,18173,221406,1258488,"290530,52","1160,96",10,4,2,0,1200000,0
319,02/05/2008,14,24,6,9,4,8,3,16,23,1,19,10,20,12,17,0,7,751,27120,187666,917589,"129225,31","516,21",10,4,2,0,1100000,0
320,05/05/2008,19,15,12,17,11,18,1,25,3,22,9,21,14,6,23,0,3,493,17434,234131,1229263,"316958,56","826,61",10,4,2,0,1200000,0
321,08/05/2008,17,20,12,25,9,24,14,3,10,2,4,13,11,16,18,0,1,363,15732,193924,1100213,"1308152,15","1544,46",10,4,2,0,1200000,0
322,12/05/2008,1,12,13,2,16,23,3,7,5,20,17,18,15,24,21,0,2,509,22083,228275,1286179,"606827,96","1021,89",10,4,2,0,1200000,0
323,15/05/2008,4,17,2,21,14,1,3,20,6,7,10,25,23,9,19,0,1,362,15703,205418,1101654,"1207120,36","1429,11",10,4,2,0,1200000,0
324,19/05/2008,21,10,2,23,8,1,24,16,6,4,7,12,9,3,20,0,4,290,11630,189382,1109531,"377040,37","2228,81",10,4,2,0,1200000,0
325,23/05/2008,25,10,22,20,23,5,4,6,2,14,24,19,7,15,1,0,0,256,10643,149581,880526,0,"2041,78",10,4,2,"1219620,39",2500000,0
326,26/05/2008,25,7,24,6,15,13,12,10,1,18,8,11,4,17,2,0,3,502,18802,238352,1338497,"845942,74","1125,39",10,4,2,0,1100000,0
327,29/05/2008,19,8,4,14,3,16,1,15,13,12,17,21,23,2,18,0,4,418,16121,223081,1259895,"241255,81","989,43",10,4,2,0,1200000,0
328,02/06/2008,13,2,25,23,19,11,12,22,18,24,4,5,3,15,21,0,2,658,45227,246938,1427296,"557712,09","726,51",10,4,2,0,1200000,0
329,05/06/2008,18,21,8,20,24,9,1,14,4,23,25,3,17,2,13,0,5,606,21890,268768,1374725,"214440,72","758,28",10,4,2,0,1100000,0
330,09/06/2008,15,19,24,25,2,12,14,5,9,22,23,1,18,17,6,0,5,738,31136,296602,1469456,"232346,13","674,64",10,4,2,0,1300000,0
331,12/06/2008,16,15,13,19,5,23,3,18,1,7,6,22,21,25,12,0,7,1215,32125,300389,1421050,"126426,54","312,16",10,4,2,0,1200000,0
332,16/06/2008,3,2,11,21,20,12,6,5,19,7,23,24,14,10,25,0,4,511,17926,215746,1219635,"392555,41","1316,94",10,4,2,0,1300000,0
333,19/06/2008,16,2,13,25,9,14,1,6,21,15,5,23,18,12,11,0,13,847,29908,259841,1376784,"69149,3","454,85",10,4,2,0,1200000,0
334,23/06/2008,17,8,13,15,11,22,21,6,1,2,18,23,25,7,16,0,5,564,27218,227334,1327880,"249447,01","947,75",10,4,2,0,1100000,0
